,Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%),Unnamed: 0,Unnamed: 0.1,latitude,longitude,soil_latitude,soil_longitude,soil_newsuid,soil_prop,dist_to_soil
48,SURVEY,2007,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,59.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
49,SURVEY,2006,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
50,SURVEY,2005,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,37.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
51,SURVEY,2004,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,25.5,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
52,SURVEY,2003,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,17.5,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
53,SURVEY,2002,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,28.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
54,SURVEY,2001,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,26.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
55,SURVEY,2000,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
56,SURVEY,1999,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,81.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
57,SURVEY,1998,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,87.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
58,SURVEY,1997,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,73.5,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
59,SURVEY,1996,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,79.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
60,SURVEY,1995,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.5,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
61,SURVEY,1994,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,56.5,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
62,SURVEY,1993,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
63,SURVEY,1992,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,75.5,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
64,SURVEY,1991,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,64.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
65,SURVEY,1990,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,55.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
66,SURVEY,1989,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,60.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
67,SURVEY,1988,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,55.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
68,SURVEY,1987,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,52.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
69,SURVEY,1986,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
70,SURVEY,1984,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
71,SURVEY,1983,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
72,SURVEY,1982,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,KIT CARSON,63.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.0,,2823,35536,39.3,-102.42,39.287499618903105,-102.44583364354999,WD20004828,60,0.028699070832274
73,SURVEY,2018,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,WASHINGTON,121.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,44.6,,2816,35502,40.16,-103.21,40.15416628210311,-103.21250030715,WD20004828,60,0.006346952051557668
74,SURVEY,2010,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,WASHINGTON,121.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,65.7,,2816,35502,40.16,-103.21,40.15416628210311,-103.21250030715,WD20004828,60,0.006346952051557668
75,SURVEY,2007,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,WASHINGTON,121.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,62.0,,2816,35502,40.16,-103.21,40.15416628210311,-103.21250030715,WD20004828,60,0.006346952051557668
76,SURVEY,2006,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,WASHINGTON,121.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,31.0,,2816,35502,40.16,-103.21,40.15416628210311,-103.21250030715,WD20004828,60,0.006346952051557668
77,SURVEY,2005,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,WASHINGTON,121.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,28.5,,2816,35502,40.16,-103.21,40.15416628210311,-103.21250030715,WD20004828,60,0.006346952051557668
78,SURVEY,2004,YEAR,,COUNTY,CO,8,EAST CENTRAL,60,WASHINGTON,121.0,,,0,,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,36.0,,2816,35502,40.16,-103.21,40.15416628210311,-103.21250030715,WD20004828,60,0.006346952051557668
