"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2020","WEEK #34","2020-08-23","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","47",""
"SURVEY","2020","WEEK #34","2020-08-23","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #34","2020-08-23","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #34","2020-08-23","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","68",""
"SURVEY","2020","WEEK #34","2020-08-23","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","24",""
"SURVEY","2020","WEEK #34","2020-08-23","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2020","WEEK #34","2020-08-23","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","37",""
"SURVEY","2020","WEEK #34","2020-08-23","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","50",""
"SURVEY","2020","WEEK #34","2020-08-23","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #35","2020-08-30","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2020","WEEK #35","2020-08-30","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2020","WEEK #35","2020-08-30","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","61",""
"SURVEY","2020","WEEK #35","2020-08-30","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2020","WEEK #35","2020-08-30","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2020","WEEK #35","2020-08-30","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","83",""
"SURVEY","2020","WEEK #35","2020-08-30","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","34",""
"SURVEY","2020","WEEK #35","2020-08-30","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","18",""
"SURVEY","2020","WEEK #35","2020-08-30","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","47",""
"SURVEY","2020","WEEK #35","2020-08-30","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #35","2020-08-30","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","55",""
"SURVEY","2020","WEEK #35","2020-08-30","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","38",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","25",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","74",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","95",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","51",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","33",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","68",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","62",""
"SURVEY","2020","WEEK #36","2020-09-06","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","21",""
"SURVEY","2020","WEEK #37","2020-09-13","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","56",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","44",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","COLORADO","08","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","DELAWARE","10","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","84",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","IDAHO","16","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","99",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","67",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","MONTANA","30","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","47",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","78",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","12",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","67",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","34",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2020","WEEK #37","2020-09-13","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #38","2020-09-20","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","72",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","62",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","COLORADO","08","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","DELAWARE","10","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","90",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","IDAHO","16","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","30",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","100",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","83",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","MONTANA","30","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","63",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","20",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","85",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","69",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","46",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2020","WEEK #38","2020-09-20","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2020","WEEK #39","2020-09-27","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN, GRAIN - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","15",""
